Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec
166,LE70200472003079ASN00,LE70200472003079ASN00,0,Y,LE70200472003079ASN00,N/A,ASN,DAY, 020, 047,2003/03/20,2003:079:16:11:23.1558125,2003:079:16:11:50.2624999, 9, 9,   0.00,   0.00,   0.00,   0.00,   0.00,55.9255867,120.4790955,18°46'14.88"N,89°53'12.84"W,19°43'04.80"N,90°35'48.84"W,19°27'27.00"N,88°48'06.12"W,18°04'53.04"N,90°57'47.16"W,17°49'24.60"N,89°11'05.64"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73941   (19°44'21.88"N), -91.00219  (91°00'07.88"W), 19.77570   (19°46'32.52"N), -88.74295  (88°44'34.62"W), 17.81359   (17°48'48.92"N), -90.95691   (90°57'24.88"W), 17.84610   (17°50'45.96"N), -88.72318   (88°43'23.45"W),14241,15801,7121,7901,7121,7901,,,208,3.815,2.051,3.217,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.7708,-89.8869,19.73941,-91.00219,19.7757,-88.74295,17.81359,-90.95691,17.8461,-88.72318
167,LE70200472003063EDC00,LE70200472003063EDC00,0,Y,LE70200472003063EDC00,N/A,EDC,DAY, 020, 047,2003/03/04,2003:063:16:11:25.5291249,2003:063:16:11:52.6341875, 9, 9,  15.68,  18.61,  25.76,   5.65,  12.69,51.1979828,127.7149811,18°47'16.80"N,89°53'59.64"W,19°43'57.36"N,90°36'40.68"W,19°28'18.12"N,88°48'51.84"W,18°05'44.16"N,90°58'39.36"W,17°50'13.92"N,89°11'52.44"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74714   (19°44'49.70"N), -91.01953  (91°01'10.31"W), 19.78368   (19°47'01.25"N), -88.75735  (88°45'26.46"W), 17.82136   (17°49'16.90"N), -90.97404   (90°58'26.54"W), 17.85410   (17°51'14.76"N), -88.73741   (88°44'14.68"W),14241,15821,7121,7911,7121,7911,,,102,4.992,3.167,3.859,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.8999,19.74714,-91.01953,19.78368,-88.75735,17.82136,-90.97404,17.8541,-88.73741
168,LE70200472003047EDC00,LE70200472003047EDC00,0,Y,LE70200472003047EDC00,N/A,EDC,DAY, 020, 047,2003/02/16,2003:047:16:11:22.8697500,2003:047:16:11:49.9728749, 9, 9,  22.51,  20.93,  29.68,  26.03,  13.41,46.7288742,133.6446228,18°47'16.80"N,89°54'00.72"W,19°44'08.88"N,90°36'40.32"W,19°28'28.56"N,88°48'49.32"W,18°05'57.12"N,90°58'41.16"W,17°50'25.80"N,89°11'51.72"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74707   (19°44'49.45"N), -91.02239  (91°01'20.60"W), 19.78368   (19°47'01.25"N), -88.75735  (88°45'26.46"W), 17.82131   (17°49'16.72"N), -90.97686   (90°58'36.70"W), 17.85410   (17°51'14.76"N), -88.73741   (88°44'14.68"W),14241,15841,7121,7921,7121,7921,,,88,4.057,2.793,2.943,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.9002,19.74707,-91.02239,19.78368,-88.75735,17.82131,-90.97686,17.8541,-88.73741
169,LE70200472003031EDC00,LE70200472003031EDC00,0,Y,LE70200472003031EDC00,N/A,EDC,DAY, 020, 047,2003/01/31,2003:031:16:11:14.8838124,2003:031:16:11:41.9844375, 9, 9,  70.33,  90.60,  45.11,  79.23,  66.37,43.111969,138.6308594,18°47'16.80"N,89°53'03.48"W,19°44'08.88"N,90°35'43.80"W,19°28'28.20"N,88°47'52.08"W,18°05'59.28"N,90°57'42.48"W,17°50'27.60"N,89°10'52.32"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,,GEOTIFF,DEFINITIVE, 19.74205   (19°44'31.38"N), -91.00512  (91°00'18.43"W), 19.77841   (19°46'42.28"N), -88.74298  (88°44'34.73"W), 17.81624   (17°48'58.46"N), -90.95980   (90°57'35.28"W), 17.84881   (17°50'55.72"N), -88.72320   (88°43'23.52"W),14241,15821,7121,7911,7121,7911,,,,,,,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.8843,19.74205,-91.00512,19.77841,-88.74298,17.81624,-90.9598,17.84881,-88.7232
170,LE70200472002348EDC00,LE70200472002348EDC00,0,Y,LE70200472002348EDC00,N/A,EDC,DAY, 020, 047,2002/12/14,2002:348:16:10:57.2214375,2002:348:16:11:24.3168749, 9, 9,  19.71,   5.67,   1.29,  57.42,  14.45,41.017086,147.9969788,18°47'16.80"N,89°53'31.56"W,19°44'00.24"N,90°36'06.84"W,19°28'21.00"N,88°48'24.84"W,18°05'48.12"N,90°58'08.04"W,17°50'17.52"N,89°11'27.60"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72834   (19°43'42.02"N), -91.01335  (91°00'48.06"W), 19.76477   (19°45'53.17"N), -88.75142  (88°45'05.11"W), 17.80254   (17°48'09.14"N), -90.96797   (90°58'04.69"W), 17.83518   (17°50'06.65"N), -88.73156   (88°43'53.62"W),14241,15821,7121,7911,7121,7911,,,120,5.028,3.197,3.881,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.8921,19.72834,-91.01335,19.76477,-88.75142,17.80254,-90.96797,17.83518,-88.73156
171,LE70200472002316EDC00,LE70200472002316EDC00,0,Y,LE70200472002316EDC00,N/A,EDC,DAY, 020, 047,2002/11/12,2002:316:16:10:34.1021249,2002:316:16:11:01.1928125, 9, 9,  28.15,  15.97,  37.47,  21.56,  37.61,46.8892632,146.6420288,18°47'16.80"N,89°52'10.92"W,19°43'59.16"N,90°34'49.44"W,19°28'18.84"N,88°47'03.84"W,18°05'51.72"N,90°56'48.12"W,17°50'20.76"N,89°10'03.72"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72614   (19°43'34.10"N), -90.99043  (90°59'25.55"W), 19.76226   (19°45'44.14"N), -88.73135  (88°43'52.86"W), 17.80030   (17°48'01.08"N), -90.94532   (90°56'43.15"W), 17.83264   (17°49'57.50"N), -88.71173   (88°42'42.23"W),14241,15801,7121,7901,7121,7901,,,39,6.535,5.61,3.352,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.8697,19.72614,-90.99043,19.76226,-88.73135,17.8003,-90.94532,17.83264,-88.71173
172,LE70200472002284EDC00,LE70200472002284EDC00,0,Y,LE70200472002284EDC00,N/A,EDC,DAY, 020, 047,2002/10/11,2002:284:16:10:18.5651875,2002:284:16:10:45.6521875, 9, 9,  28.08,  11.30,  31.57,  41.37,  28.07,54.9328537,135.4671936,18°47'16.80"N,89°53'40.20"W,19°43'59.16"N,90°36'21.96"W,19°28'19.20"N,88°48'31.32"W,18°05'50.64"N,90°58'21.36"W,17°50'19.32"N,89°11'32.64"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72563   (19°43'32.27"N), -91.01328  (91°00'47.81"W), 19.76206   (19°45'43.42"N), -88.75139  (88°45'05.00"W), 17.79984   (17°47'59.42"N), -90.96791   (90°58'04.48"W), 17.83247   (17°49'56.89"N), -88.73153   (88°43'53.51"W),14241,15821,7121,7911,7121,7911,,,32,6.088,2.913,5.346,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.8945,19.72563,-91.01328,19.76206,-88.75139,17.79984,-90.96791,17.83247,-88.73153
173,LE70200472002204EDC00,LE70200472002204EDC00,0,Y,LE70200472002204EDC00,N/A,EDC,DAY, 020, 047,2002/07/23,2002:204:16:10:57.0387499,2002:204:16:11:24.1141874, 9, 9,  26.91,  14.99,  25.04,  27.80,  39.82,62.9088974,82.5995865,18°47'16.80"N,89°54'16.92"W,19°44'04.56"N,90°36'57.60"W,19°28'29.64"N,88°49'11.28"W,18°05'57.84"N,90°58'50.52"W,17°50'31.92"N,89°12'06.12"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73896   (19°44'20.26"N), -91.02219  (91°01'19.88"W), 19.77553   (19°46'31.91"N), -88.76012  (88°45'36.43"W), 17.81319   (17°48'47.48"N), -90.97668   (90°58'36.05"W), 17.84595   (17°50'45.42"N), -88.74016   (88°44'24.58"W),14241,15821,7121,7911,7121,7911,,,46,8.593,2.615,8.185,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.9047,19.73896,-91.02219,19.77553,-88.76012,17.81319,-90.97668,17.84595,-88.74016
174,LE70200472002188EDC00,LE70200472002188EDC00,0,Y,LE70200472002188EDC00,N/A,EDC,DAY, 020, 047,2002/07/07,2002:188:16:11:07.1499375,2002:188:16:11:34.2221249, 9, 9,  29.61,  21.31,  27.92,  29.39,  39.83,63.2788162,76.9866562,18°47'16.80"N,89°55'07.32"W,19°44'03.84"N,90°37'48.00"W,19°28'28.20"N,88°50'01.32"W,18°05'57.84"N,90°59'41.28"W,17°50'31.56"N,89°12'56.16"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74134   (19°44'28.82"N), -91.03653  (91°02'11.51"W), 19.77807   (19°46'41.05"N), -88.77733  (88°46'38.39"W), 17.81561   (17°48'56.20"N), -90.99086   (90°59'27.10"W), 17.84850   (17°50'54.60"N), -88.75716   (88°45'25.78"W),14241,15801,7121,7901,7121,7901,,,24,3.429,2.65,2.176,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.9187,19.74134,-91.03653,19.77807,-88.77733,17.81561,-90.99086,17.8485,-88.75716
175,LE70200472002124EDC00,LE70200472002124EDC00,0,Y,LE70200472002124EDC00,N/A,EDC,DAY, 020, 047,2002/05/04,2002:124:16:11:32.9794604,2002:124:16:12:00.0435854, 9, 9,  40.68,  34.35,  43.68,  40.96,  43.72,64.8696823,92.1413422,18°47'16.80"N,89°55'50.88"W,19°43'54.48"N,90°38'31.92"W,19°28'18.12"N,88°50'45.96"W,18°05'34.08"N,91°00'29.52"W,17°50'06.36"N,89°13'45.48"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74360   (19°44'36.96"N), -91.05660  (91°03'23.76"W), 19.78058   (19°46'50.09"N), -88.79739  (88°47'50.60"W), 17.81791   (17°49'04.48"N), -91.01069   (91°00'38.48"W), 17.85103   (17°51'03.71"N), -88.77700   (88°46'37.20"W),14241,15801,7121,7901,7121,7901,,,27,4.344,3.108,3.035,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.9308,19.7436,-91.0566,19.78058,-88.79739,17.81791,-91.01069,17.85103,-88.777
176,LE70200472002076EDC00,LE70200472002076EDC00,0,Y,LE70200472002076EDC00,N/A,EDC,DAY, 020, 047,2002/03/17,2002:076:16:11:30.6240147,2002:076:16:11:57.6819522, 9, 9,   6.58,   0.06,  15.02,   0.00,  11.22,55.1457901,121.8944092,18°47'16.80"N,89°52'46.20"W,19°44'00.96"N,90°35'23.64"W,19°28'22.44"N,88°47'38.76"W,18°05'42.00"N,90°57'24.48"W,17°50'13.20"N,89°10'41.16"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.74192   (19°44'30.91"N), -91.01083  (91°00'38.99"W), 19.77835   (19°46'42.06"N), -88.74870  (88°44'55.32"W), 17.81883   (17°49'07.79"N), -90.96550   (90°57'55.80"W), 17.85147   (17°51'05.29"N), -88.72889   (88°43'44.00"W),14221,15821,7111,7911,7111,7911,,,181,3.907,2.543,2.966,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.8795,19.74192,-91.01083,19.77835,-88.7487,17.81883,-90.9655,17.85147,-88.72889
177,LE70200472001313EDC00,LE70200472001313EDC00,0,Y,LE70200472001313EDC00,N/A,EDC,DAY, 020, 047,2001/11/09,2001:313:16:11:09.0823087,2001:313:16:11:36.1264337, 9, 9,   2.18,   0.68,   0.32,   2.07,   5.64,47.6289902,146.2568817,18°47'16.80"N,89°53'43.80"W,19°43'57.00"N,90°36'21.24"W,19°28'15.96"N,88°48'33.12"W,18°05'41.28"N,90°58'24.60"W,17°50'09.60"N,89°11'38.04"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72801   (19°43'40.84"N), -91.02763  (91°01'39.47"W), 19.76460   (19°45'52.56"N), -88.76859  (88°46'06.92"W), 17.80496   (17°48'17.86"N), -90.98215   (90°58'55.74"W), 17.83774   (17°50'15.86"N), -88.74857   (88°44'54.85"W),14221,15801,7111,7901,7111,7901,,,161,4.435,3.145,3.127,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.8955,19.72801,-91.02763,19.7646,-88.76859,17.80496,-90.98215,17.83774,-88.74857
178,LE70200472001297EDC00,LE70200472001297EDC00,0,Y,LE70200472001297EDC00,N/A,EDC,DAY, 020, 047,2001/10/24,2001:297:16:10:59.3141188,2001:297:16:11:26.3563063, 9, 9,  50.64,  32.37,  61.96,  29.02,  79.21,51.7234306,141.6181488,18°47'16.80"N,89°53'12.84"W,19°43'49.80"N,90°35'54.60"W,19°28'08.40"N,88°48'04.32"W,18°05'34.80"N,90°57'56.16"W,17°50'02.76"N,89°11'07.44"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72273   (19°43'21.83"N), -91.02178  (91°01'18.41"W), 19.75930   (19°45'33.48"N), -88.75708  (88°45'25.49"W), 17.79967   (17°47'58.81"N), -90.97638   (90°58'34.97"W), 17.83242   (17°49'56.71"N), -88.73719   (88°44'13.88"W),14221,15841,7111,7921,7111,7921,,,20,4.571,3.357,3.103,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.8869,19.72273,-91.02178,19.7593,-88.75708,17.79967,-90.97638,17.83242,-88.73719
179,LE70200472001281EDC00,LE70200472001281EDC00,0,Y,LE70200472001281EDC00,N/A,EDC,DAY, 020, 047,2001/10/08,2001:281:16:10:57.4223039,2001:281:16:11:24.4628039, 9, 9,  65.23,  41.02,  73.38,  58.70,  87.81,55.6672287,134.1576538,18°47'16.80"N,89°55'39.00"W,19°43'48.00"N,90°38'22.20"W,19°28'13.80"N,88°50'35.52"W,18°05'32.28"N,91°00'17.28"W,17°50'07.08"N,89°13'32.16"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72190   (19°43'18.84"N), -91.05890  (91°03'32.04"W), 19.75884   (19°45'31.82"N), -88.80288  (88°48'10.37"W), 17.79892   (17°47'56.11"N), -91.01309   (91°00'47.12"W), 17.83201   (17°49'55.24"N), -88.78247   (88°46'56.89"W),14221,15781,7111,7891,7111,7891,,,16,6.339,3.044,5.56,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.9275,19.7219,-91.0589,19.75884,-88.80288,17.79892,-91.01309,17.83201,-88.78247
180,LE70200472001249EDC00,LE70200472001249EDC00,0,Y,LE70200472001249EDC00,N/A,EDC,DAY, 020, 047,2001/09/06,2001:249:16:11:17.7288000,2001:249:16:11:44.7663626, 9, 9,  51.03,  23.18,  62.40,  49.74,  68.78,61.2526016,112.4043198,18°47'16.80"N,89°53'36.96"W,19°43'53.40"N,90°36'16.92"W,19°28'18.84"N,88°48'31.68"W,18°05'38.76"N,90°58'11.64"W,17°50'13.56"N,89°11'27.96"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.72808   (19°43'41.09"N), -91.02477  (91°01'29.17"W), 19.76460   (19°45'52.56"N), -88.76859  (88°46'06.92"W), 17.80502   (17°48'18.07"N), -90.97932   (90°58'45.55"W), 17.83774   (17°50'15.86"N), -88.74857   (88°44'54.85"W),14221,15781,7111,7891,7111,7891,,,23,4.159,3.076,2.799,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.8936,19.72808,-91.02477,19.7646,-88.76859,17.80502,-90.97932,17.83774,-88.74857
181,LE70200472001201EDC00,LE70200472001201EDC00,0,Y,LE70200472001201EDC00,N/A,EDC,DAY, 020, 047,2001/07/20,2001:201:16:12:00.2971028,2001:201:16:12:27.3274153, 9, 9,  14.09,   2.17,  21.15,   7.80,  25.23,63.1787758,81.4117661,18°47'16.80"N,89°55'30.36"W,19°43'53.40"N,90°38'13.92"W,19°28'17.76"N,88°50'24.36"W,18°05'40.92"N,91°00'09.00"W,17°50'15.00"N,89°13'21.00"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73001   (19°43'48.04"N), -91.05911  (91°03'32.80"W), 19.76700   (19°46'01.20"N), -88.80011  (88°48'00.40"W), 17.80974   (17°48'35.06"N), -91.01333   (91°00'47.99"W), 17.84288   (17°50'34.37"N), -88.77975   (88°46'47.10"W),14201,15801,7101,7901,7101,7901,,,84,4,2.537,3.092,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.9251,19.73001,-91.05911,19.767,-88.80011,17.80974,-91.01333,17.84288,-88.77975
182,LE70200472001169UPR01,LE70200472001169UPR01,0,Y,LE70200472001169UPR01,SAM,UPR,DAY, 020, 047,2001/06/18,2001:169:16:12:13.5368125,2001:169:16:12:40.5635625, 9, 9,  51.47,  50.86,  52.20,  48.37,  54.44,64.35632324,74.84912109,18°47'08.63"N,89°52'45.01"W,19°43'47.78"N,90°35'25.94"W,19°28'12.79"N,88°47'42.04"W,18°05'50.03"N,90°57'15.84"W,17°50'23.42"N,89°10'33.31"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,NA,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73342   (19°44'00.31"N), -91.02776  (91°01'39.94"W), 19.76999   (19°46'11.96"N), -88.77151  (88°46'17.44"W), 17.81308   (17°48'47.09"N), -90.98233   (90°58'56.39"W), 17.84584   (17°50'45.02"N), -88.75148   (88°45'05.33"W),14201,15781,7101,7891,7101,7891,,,18,4.929,2.959,3.942,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.78573,-89.87917,19.73342,-91.02776,19.76999,-88.77151,17.81308,-90.98233,17.84584,-88.75148
183,LE70200472001137EDC00,LE70200472001137EDC00,0,Y,LE70200472001137EDC00,N/A,EDC,DAY, 020, 047,2001/05/17,2001:137:16:12:33.4298419,2001:137:16:13:00.4519669, 9, 9,  15.02,   2.71,  27.26,   4.21,  25.89,65.6107407,84.1727295,18°47'16.80"N,89°53'51.72"W,19°43'58.44"N,90°36'32.04"W,19°28'22.80"N,88°48'47.88"W,18°05'47.40"N,90°58'26.76"W,17°50'20.76"N,89°11'43.80"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73870   (19°44'19.32"N), -91.03361  (91°02'01.00"W), 19.77536   (19°46'31.30"N), -88.77730  (88°46'38.28"W), 17.81567   (17°48'56.41"N), -90.98804   (90°59'16.94"W), 17.84850   (17°50'54.60"N), -88.75716   (88°45'25.78"W),14221,15781,7111,7891,7111,7891,,,101,3.906,2.724,2.799,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.8977,19.7387,-91.03361,19.77536,-88.7773,17.81567,-90.98804,17.8485,-88.75716
184,LE70200472001073EDC00,LE70200472001073EDC00,0,Y,LE70200472001073EDC00,N/A,EDC,DAY, 020, 047,2001/03/14,2001:073:16:12:59.4900172,2001:073:16:13:26.5029547, 9, 9,   0.20,   0.01,   0.08,   0.06,   0.64,54.6250992,123.5857849,18°47'16.80"N,89°52'58.44"W,19°43'56.28"N,90°35'39.48"W,19°28'18.84"N,88°47'52.44"W,18°05'47.40"N,90°57'35.28"W,17°50'18.96"N,89°10'49.80"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73619   (19°44'10.28"N), -91.02497  (91°01'29.89"W), 19.77279   (19°46'22.04"N), -88.76295  (88°45'46.62"W), 17.81584   (17°48'57.02"N), -90.97956   (90°58'46.42"W), 17.84863   (17°50'55.07"N), -88.74301   (88°44'34.84"W),14201,15821,7101,7911,7101,7911,,,231,3.565,2.417,2.621,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.8829,19.73619,-91.02497,19.77279,-88.76295,17.81584,-90.97956,17.84863,-88.74301
185,LE70200472001041EDC00,LE70200472001041EDC00,0,Y,LE70200472001041EDC00,N/A,EDC,DAY, 020, 047,2001/02/10,2001:041:16:13:07.1806365,2001:041:16:13:34.1893240, 9, 9,  21.88,   2.89,  33.82,  18.43,  32.37,45.6627502,135.9223633,18°47'16.80"N,89°52'53.76"W,19°43'47.28"N,90°35'36.96"W,19°28'09.12"N,88°47'50.64"W,18°05'39.84"N,90°57'34.20"W,17°50'10.68"N,89°10'49.44"W,N,H,H,H,L,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,LL,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73349   (19°44'00.56"N), -91.02491  (91°01'29.68"W), 19.77005   (19°46'12.18"N), -88.76579  (88°45'56.84"W), 17.81313   (17°48'47.27"N), -90.97950   (90°58'46.20"W), 17.84589   (17°50'45.20"N), -88.74582   (88°44'44.95"W),14201,15801,7101,7901,7101,7901,,,88,3.931,2.941,2.609,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.8816,19.73349,-91.02491,19.77005,-88.76579,17.81313,-90.9795,17.84589,-88.74582
186,LE70200472001009EDC00,LE70200472001009EDC00,0,Y,LE70200472001009EDC00,N/A,EDC,DAY, 020, 047,2001/01/09,2001:009:16:13:09.8395682,2001:009:16:13:36.8438182, 9, 9,  56.71,  36.40,  39.50,  59.60,  91.34,40.6597977,144.5240784,18°47'16.80"N,89°52'44.04"W,19°43'52.32"N,90°35'25.80"W,19°28'13.08"N,88°47'38.76"W,18°05'43.44"N,90°57'23.40"W,17°50'13.20"N,89°10'37.92"W,N,H,H,H,H,H,L,H,H,L,Y,NOMINAL,,,HH,HH,HH,HH,HH,LL,HH,HH,LL,PROCESSING REQUIRED,GLS2000,GEOTIFF,DEFINITIVE, 19.73078   (19°43'50.81"N), -91.02484  (91°01'29.42"W), 19.76737   (19°46'02.53"N), -88.76289  (88°45'46.40"W), 17.81043   (17°48'37.55"N), -90.97944   (90°58'45.98"W), 17.84321   (17°50'35.56"N), -88.74296   (88°44'34.66"W),14201,15821,7101,7911,7101,7911,,,28,6.68,2.59,6.157,UTM,WGS84,WGS84,16,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,,18.788,-89.8789,19.73078,-91.02484,19.76737,-88.76289,17.81043,-90.97944,17.84321,-88.74296
